MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Żukowo Morskie 	 0 	 2.52 km 	 Pensjonat Labedz 	 17.08.2020 - 26.08.2020 	 € 783.74 	 87.08 	 --- 	 https://www.booking.com/hotel/pl/pensjonat-labedz.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=240114102_196335385_4_0_0%2C240114101_196335385_0_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=35&highlighted_blocks=240114102_196335385_4_0_0%2C240114101_196335385_0_0_0&hpos=10&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=240114102_196335385_4_0_0__197099%2C240114101_196335385_0_0_0__134099&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 pokoje goscinne u Bozeny 	 17.08.2020 - 26.08.2020 	 $686.92 	 76.32 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-u-bozeny.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=374118406_173718353_4_0_0%2C374118408_173718353_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=17&highlighted_blocks=374118406_173718353_4_0_0%2C374118408_173718353_2_0_0&hpos=17&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=374118406_173718353_4_0_0__160000%2C374118408_173718353_2_0_0__97000&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Pokoje Gościnne na Podzamczu 	 17.08.2020 - 26.08.2020 	 € 844.92 	 93.88 	 --- 	 https://www.booking.com/hotel/pl/old-town-apartments-darlowo.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=384990805_147081435_4_0_0%2C384990803_147081435_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=5&highlighted_blocks=384990805_147081435_4_0_0%2C384990803_147081435_2_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=384990805_147081435_4_0_0__224999%2C384990803_147081435_2_0_0__135000&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Kwatery prywatne 	 17.08.2020 - 26.08.2020 	 KHR 4,142,343.64 	 460260.40 	 --- 	 https://www.booking.com/hotel/pl/kwatery-prywatne-darlowko.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=528475208_186300212_2_0_0%2C528475208_186300212_2_0_0%2C528475209_186300212_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=9&highlighted_blocks=528475208_186300212_2_0_0%2C528475208_186300212_2_0_0%2C528475209_186300212_2_0_0&hpos=9&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=528475208_186300212_2_0_0__126000%2C528475208_186300212_2_0_0__126000%2C528475209_186300212_2_0_0__126000&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Campground Baraky Mielno Camping Style 	 17.08.2020 - 26.08.2020 	 € 308.58 	 34.29 	 --- 	 https://www.booking.com/hotel/pl/baraky-mielno-camping-style.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=643554605_263485414_4_0_0%2C643554605_263485414_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=42&highlighted_blocks=643554605_263485414_4_0_0%2C643554605_263485414_2_0_0&hpos=17&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=643554605_263485414_4_0_0__81000%2C643554605_263485414_2_0_0__45000&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Bed and Breakfast TWIERDZA DWIE WIEŻE 	 17.08.2020 - 26.08.2020 	 THB 25,096.61 	 2788.51 	 --- 	 https://www.booking.com/hotel/pl/twierdza-dwie-wieze.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=598453301_266363086_3_0_0%2C598453301_266363086_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=30&highlighted_blocks=598453301_266363086_3_0_0%2C598453301_266363086_3_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=598453301_266363086_3_0_0__151200%2C598453301_266363086_3_0_0__151200&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Lodge Zakatek Baltyku 	 17.08.2020 - 26.08.2020 	 $962.22 	 106.91 	 --- 	 https://www.booking.com/hotel/pl/zakatek-baltyku.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=373156101_262934094_6_10_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=31&highlighted_blocks=373156101_262934094_6_10_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=373156101_262934094_6_10_0__360000&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Farm Stay Pokoje Gościnne Strażnica 	 17.08.2020 - 26.08.2020 	 € 599.37 	 66.60 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-straznica.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=203170027_269099008_3_0_0%2C203170029_269099008_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=22&highlighted_blocks=203170027_269099008_3_0_0%2C203170029_269099008_3_0_0&hpos=22&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=203170027_269099008_3_0_0__121500%2C203170029_269099008_3_0_0__130500&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Vacation Homebielkowo zachodniopomorskie 	 17.08.2020 - 26.08.2020 	 KHR 3,101,826.37 	 344647.37 	 --- 	 https://www.booking.com/hotel/pl/bielkowo-zachodniopomorskie.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=466637201_147710026_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=33&highlighted_blocks=466637201_147710026_6_0_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=466637201_147710026_6_0_0__283049&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Villa Mewa 	 17.08.2020 - 26.08.2020 	 € 843.08 	 93.68 	 --- 	 https://www.booking.com/hotel/pl/villa-mewa.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=264771814_105518908_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=39&highlighted_blocks=264771814_105518908_6_0_0&hpos=14&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=264771814_105518908_6_0_0__360000&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Lodge Ranczo Willerby 	 17.08.2020 - 26.08.2020 	 THB 30,208.88 	 3356.54 	 --- 	 https://www.booking.com/hotel/pl/ranczo-willerby.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=261770001_109151150_4_0_0%2C261770001_109151150_4_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=19&highlighted_blocks=261770001_109151150_4_0_0%2C261770001_109151150_4_0_0&hpos=19&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=261770001_109151150_4_0_0__181999%2C261770001_109151150_4_0_0__181999&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Karmax2 	 17.08.2020 - 26.08.2020 	 € 767.37 	 85.26 	 --- 	 https://www.booking.com/hotel/pl/karmax2.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=648617704_265788450_3_0_0%2C648617706_265788450_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=38&highlighted_blocks=648617704_265788450_3_0_0%2C648617706_265788450_3_0_0&hpos=13&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=648617704_265788450_3_0_0__161000%2C648617706_265788450_3_0_0__162999&srepoch=1596665420&srpvid=09ae9be625c600e7&ucfs=1&from=searchresults#hotelTmpl 
Żukowo Morskie 	 0 	 2.52 km 	 Pensjonat Bosman Darłówko 	 17.08.2020 - 26.08.2020 	 HK$ 4,287.95 	 476.44 	 --- 	 https://www.booking.com/hotel/pl/pensjonat-bosman-darlowko.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApPcrPkFwAIB0gIkMjlkNDUyOGItMTgxNy00ZDRjLTk1NGMtODc5OTljZGNlYjJk2AIF4AIB&sid=9ae133321d4c7a4a03517063277d4848&age=15&age=15&all_sr_blocks=378989401_120674827_3_0_0%2C378989406_120674835_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=6&highlighted_blocks=378989401_120674827_3_0_0%2C378989406_120674835_3_0_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=378989401_120674827_3_0_0__101500%2C378989406_120674835_3_0_0__105500&srepoch=1596665415&srpvid=e1029be3de2e00a8&ucfs=1&from=searchresults#hotelTmpl 
Gdynia 	 0 	 0.00 km 	 ApartmentApartament II 	 17.08.2020 - 26.08.2020 	 THB 26,822 	 2980.22 	 --- 	 https://www.booking.com/hotel/pl/apartament-ii-gdynia.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4At7DrfkFwAIB0gIkMWZiNmRiMjMtNTMwYS00YzVkLWE0OWYtMmExNDM0NjJiYTcx2AIF4AIB&sid=53da86144d81d08e9c020ebd38c9a064&age=15&age=15&all_sr_blocks=486491901_195699553_4_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-501414&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=12&highlighted_blocks=486491901_195699553_4_0_0&hpos=12&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=486491901_195699553_4_0_0__331110&srepoch=1596678631&srpvid=5e930cf3c7a70006&ucfs=1&from=searchresults#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7935-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867b.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8008a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-2.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Mikic
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mikic-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-adri-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 7934
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7934-b-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-e-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Pineta
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/pineta-3.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
118 Ćunski
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/118-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Artatore 8022d
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022d.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments with a parking space Artatore, Losinj - 8087
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8087b.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-2.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 8022
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022c.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Artatore 2475b
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-b-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/double-room-cunski-2498a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartman Biserka
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-biserka-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-mance.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-baja.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Mali Losinj (Losinj) - 2496
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mali-losinj-2496a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-c-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Casa Verde
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/casa-verde-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-cunski-07.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Ana
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ana-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-7938a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/eco-aprtment-zabodarski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Ella
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ella-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/la-meri.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartman Opal
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-opal.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-artatore-8007a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Dusko not operate in 2020 year
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/dusko.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments by the sea Artatore, Losinj - 7952
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-as-7952-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Holiday Home Mance
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-mance.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-in-artatore-insel-losinj-27884.html#hotelTmpl 
